neighborhood,title,price,bedrooms,pid,sourcepage,link,date,sqft,longitude,latitude
sunnyvale,Newly Remodeled Apartment Homes!,1845.0,,4725349514,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4725349514.html,2014-11-14 15:29,,-122.028871,37.381040000000006
san jose south,Best Location! Best Special! Best Three Bedroom! Hurry!,2149.0,3.0,4761856263,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761856263.html,2014-11-14 15:29,1235.0,-121.817462,37.251543
sunnyvale,Recently Remodeled Apartments Home,2495.0,2.0,4758166144,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4758166144.html,2014-11-14 15:29,,-122.028871,37.381040000000006
san jose west,Gorgeous duplex in Desired Willow Glen Neighborhood!!!!!,2495.0,3.0,4761850253,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761850253.html,2014-11-14 15:29,1100.0,-121.900466,37.318821
san jose north,only 7 yrs old / 1br 1bth condo- 825 sq ft - $1660 (san jose north),1660.0,1.0,4761854475,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761854475.html,2014-11-14 15:28,825.0,-121.910048,37.361681
santa clara,World-class Two Bedroom in Great Location! Fitness Ctr! Pool and Spa!,2483.0,2.0,4761836370,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761836370.html,2014-11-14 15:27,1120.0,-121.953,37.3492
mountain view, $499 Deposit ! Recently Remodeled Apartments Home,1925.0,1.0,4725351378,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4725351378.html,2014-11-14 15:29,,-122.10399299999999,37.401162
san mateo,LAST ONE LEFT! Spacious Top Floor 1x1 in New Building. 1 month FREE!,3330.0,1.0,4745965341,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4745965341.html,2014-11-14 15:29,915.0,-122.307,37.549296000000005
mountain view, Recently Rermodeled 2x2 Apartmant Home,2495.0,2.0,4728445094,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4728445094.html,2014-11-14 15:29,,-122.10399299999999,37.401162
mountain view, Recently Rermodeled 2x2 Apartmant Home,2495.0,2.0,4758159850,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758159850.html,2014-11-14 15:29,790.0,-122.10399299999999,37.401162
palo alto,Palo Alto 2 Large Master Bedrooms - Gunn High,2850.0,2.0,4761855175,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761855175.html,2014-11-14 15:28,1250.0,,
mountain view, $499 Deposit ! Recently Remodeled Apartments Home,1925.0,1.0,4758170021,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758170021.html,2014-11-14 15:28,,-122.10399299999999,37.401162
palo alto,West Palo Alto. great patios and views.,2395.0,1.0,4751289631,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4751289631.html,2014-11-14 15:25,715.0,-122.131126,37.400352000000005
palo alto,2BR/1BA Condo with W/D in unit and private patio,2750.0,2.0,4761845248,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761845248.html,2014-11-14 15:21,906.0,-122.120268,37.444301
santa rosa,$2500/4BR/2BA/House for Rent,2500.0,4.0,4761811262,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761811262.html,2014-11-14 14:58,,-122.66509599999999,38.47211
santa rosa,1st floor 2 Bed/2 Bath. Bennett Valley. W/D. PET FRIENDLY.,1815.0,2.0,4761748675,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761748675.html,2014-11-14 14:55,1000.0,-122.66377,38.426782
tiburon / belvedere,Only One at This Price - Renovated Apartment in The Heart of Marin,4000.0,2.0,4761703023,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761703023.html,2014-11-14 14:50,1075.0,-122.499192,37.895069
santa rosa,3 Bed/2 Bath Apt in Beautiful Bennett Valley,2015.0,3.0,4717631426,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4717631426.html,2014-11-14 14:50,1150.0,-122.66381299999999,38.427
san rafael,"CENTRAL SAN RAFAEL! WALK TO Whole Foods,Trader Joe's & DOWNTOWN!",3950.0,4.0,4744917060,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4744917060.html,2014-11-14 14:48,1500.0,-122.51483200000001,37.974143
napa county,3 bdrm American Canyon Home Close to High School! ,2000.0,,4761792228,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761792228.html,2014-11-14 14:46,,-122.2553,38.1668
santa rosa,LOVE WHERE YOU LIVE!,1705.0,2.0,4761779674,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761779674.html,2014-11-14 14:43,,-122.657354,38.463032
santa rosa,1299+ Free WiFi Half Block from Safeway School Hardwood Floors h,1299.0,1.0,4753441329,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4753441329.html,2014-11-14 14:43,600.0,-122.752177,38.449606
cole valley / ashbury hts,Showing this Sunday: 2BD/2BA with parking,4295.0,2.0,4761760056,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761760056.html,2014-11-14 15:10,,-122.44573799999999,37.763048
potrero hill,"One of a kind, 1 bedroom 1.5 bath 2-story loft",3495.0,1.0,4761818083,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761818083.html,2014-11-14 15:10,,-122.3971,37.7621
inner sunset / UCSF,Must See Top Floor Studio Apartment by Golden Gate Park,2095.0,,4761827373,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761827373.html,2014-11-14 15:09,,-122.469654,37.765783
russian hill,Exquisite Furnished Apartment in Russian Hill ,4300.0,1.0,4761819160,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761819160.html,2014-11-14 15:08,,-122.4186,37.7917
twin peaks / diamond hts,Remodeled 2-level condo with views from on top of San Francisco,3995.0,2.0,4761817096,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761817096.html,2014-11-14 15:08,1146.0,-122.44421899999999,37.755584000000006
SOMA / south beach,Stunning 1 Bedroom in the Heart of SF! Make 1190 Mission Home Today!,3074.0,1.0,4761693953,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761693953.html,2014-11-14 15:07,,-122.41303400000001,37.777555
noe valley,Open Sat 12-12:45 - Three Bdrm Flat - VIEWS - Top Floor,4850.0,3.0,4761812089,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761812089.html,2014-11-14 15:07,1200.0,-122.426448,37.753904
hayes valley,2200 Sunny VW Quiet TOP FL lndry elev. HEART OF H.V.**OPEN SUN 3:30-4*,2200.0,,4761821454,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761821454.html,2014-11-14 15:05,,-122.42151299999999,37.775871
marina / cow hollow,Awesome Marina Spacious Corner Apartment,3550.0,1.0,4761811613,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761811613.html,2014-11-14 14:58,925.0,-122.44498899999999,37.802104
vallejo / benicia,"3 bedroom, 1 bath Apt. for rent",1350.0,3.0,4746292638,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4746292638.html,2014-11-14 15:31,,-122.2474,38.1053
oakland downtown,3b-409|Premium Finishes| Corner Suite|Park View,3382.0,2.0,4761851006,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761851006.html,2014-11-14 15:30,1120.0,-122.27019299999999,37.809038
concord / pleasant hill / martinez,Beautiful Virginia Hills 3/2 ranch,2200.0,3.0,4761857414,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761857414.html,2014-11-14 15:30,1251.0,,
walnut creek,Best Location! Top Floor One Bedroom Apt.! Washer&Dryer!,1985.0,1.0,4761844135,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761844135.html,2014-11-14 15:29,600.0,-122.05816999999999,37.90222
fremont / union city / newark,Fremont Bell - Remodeled Two-Bedroom in Excellent Location ,1875.0,2.0,4761847327,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761847327.html,2014-11-14 15:29,850.0,-121.98955900000001,37.54907
oakland downtown,3a-115|Studio w/ Washer Dryer| Patio,2129.0,,4761846167,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761846167.html,2014-11-14 15:28,525.0,-122.270397,37.809554999999996
fremont / union city / newark,"Charming 2x2 with walk in closet, vaulted ceiling & corner unit!",2510.0,2.0,4761769127,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761769127.html,2014-11-14 15:28,1036.0,,
santa clara,A MUST tour today Studio ! ,1450.0,,4761822704,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761822704.html,2014-11-14 15:27,386.0,-121.9844,37.3483
sunnyvale,Stunning 2 Bed 2 Bath w/ Granite Countertops and Modern Finishes!,2885.0,2.0,4761739423,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761739423.html,2014-11-14 15:26,987.0,-121.996071,37.406240000000004
milpitas,"2nd Floor, 2X1 Apartment, Heated Pool, Gym, Pet Friendly, Call Today",2100.0,2.0,4761706821,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761706821.html,2014-11-14 15:26,820.0,-121.895,37.4352
sunnyvale,"Great 1 bed/1 bath apartment available from December 18, 2014",1899.0,1.0,4761851347,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761851347.html,2014-11-14 15:26,,-122.0238,37.3764
sunnyvale,Spacious 1x1 apt and ready to move in. 1/2 month off move in special.,2125.0,1.0,4761823994,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761823994.html,2014-11-14 15:25,717.0,-122.00397,37.368441
san jose north,Your Morning Commute Just Got Easier!,2252.0,2.0,4761801614,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761801614.html,2014-11-14 15:25,983.0,-121.881552,37.402885999999995
sunnyvale,"Newer appliances, flooring, granite counter-tops! Sparkling pool!",2295.0,2.0,4761832142,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761832142.html,2014-11-14 15:24,,-122.055793,37.380765000000004
santa clara,Spacious 2 bed 2 bath luxury living!,3135.0,2.0,4761778514,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761778514.html,2014-11-14 15:24,1248.0,-121.9623,37.3924
daly city,Amazing view! Natural sunlight! 2 bedroom - 2 bath + den!,3119.0,2.0,4761812114,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761812114.html,2014-11-14 15:20,1183.0,,
redwood city,Welcome to Montecito West! Close to shopping & more! ,2098.0,1.0,4761840826,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761840826.html,2014-11-14 15:18,,-122.22418799999998,37.464452
san mateo,Centrally Located Luxury Apartments at Mode by Alta,2890.0,1.0,4761745608,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761745608.html,2014-11-14 15:18,764.0,-122.30594199999999,37.549960999999996
daly city,Come Home to your newly Renovated 2 bed 2 bath Available NOW,2745.0,2.0,4761822812,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761822812.html,2014-11-14 15:17,915.0,-122.47751000000001,37.666897999999996
east palo alto,Secluded Duplex Home near University Ave (some utilities included),1800.0,1.0,4761835568,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761835568.html,2014-11-14 15:15,,,
woodside,"Private Redwood Retreat, Minutes to 280",7500.0,3.0,4723651625,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4723651625.html,2014-11-14 15:14,3450.0,-122.32255,37.437861
south san francisco,"Large SSF apt., brand new, 2-car parking. ~ J.Wavro",2600.0,2.0,4761831489,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761831489.html,2014-11-14 15:12,,-122.431083,37.659633
daly city,Lovely floor plan! 2 bedroom 2.5 bath townhouse! 1052 sqft!,3087.0,2.0,4761793924,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761793924.html,2014-11-14 15:12,1052.0,,
palo alto,Spectacular Townhouse In Newer Palo Alto Complex. Garage.,4195.0,3.0,4752335848,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4752335848.html,2014-11-14 15:11,1326.0,-122.10629899999999,37.428976
santa rosa,Free WiFi Granite Tops 1/2 Block from Safeway School Hardwood Floors h,1599.0,2.0,4744737114,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4744737114.html,2014-11-14 14:43,900.0,-122.752177,38.449606
napa county,Renovated and spacious 4 bdrm 2 bath downtown Napa home,3000.0,4.0,4758535846,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758535846.html,2014-11-14 14:39,,-122.2841,38.2904
napa county,Spacious 2 bdrm 2 1/2 bath home with bonus room!,2100.0,2.0,4758532033,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758532033.html,2014-11-14 14:39,,,
santa rosa,Executive fully furnished estate home on six acres,4750.0,4.0,4757565101,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4757565101.html,2014-11-14 14:39,3000.0,-122.6878,38.4534
santa rosa,2 bd/2ba Avail. Early December *Fireplace * Washer/Dryer *,1815.0,2.0,4743255274,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4743255274.html,2014-11-14 14:38,,-122.65778300000001,38.464006
santa rosa,Large One Bedroom Apartments Near Coddingtown Mall,1190.0,1.0,4761728767,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761728767.html,2014-11-14 14:36,620.0,,
napa county,UPDATED NAPA TOWNHOUSE 3BD/1.5 BA FP YARD WITH PARK NEXT DOOR,2100.0,3.0,4761763254,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761763254.html,2014-11-14 14:33,,-122.32900900000001,38.327215
rohnert pk / cotati,Spacious 4 bedroom home in Rohnert Park's G section! - See more at: ht,1950.0,4.0,4761769139,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761769139.html,2014-11-14 14:31,1610.0,-122.70513999999999,38.361984
bayview,Come See Sat. AM Unique Bright Warehouse Live Work Studio,3450.0,1.0,4761785738,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761785738.html,2014-11-14 14:58,2000.0,-122.38511899999999,37.72786
bayview,"Luxury Apartments, Private Balcony, Modern Fitness Center",4003.0,2.0,4761780629,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761780629.html,2014-11-14 14:58,1612.0,-122.392625,37.711324
western addition,Beautiful 2 bedroom - Pets ok! Redone!,3650.0,2.0,4738007005,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4738007005.html,2014-11-14 14:56,,-122.438617,37.779049
inner sunset / UCSF,LARGE STUDIO FOR RENT-OCEAN VIEW-BEAUTIFUL FLAT-CLOSE TO UCSF,1850.0,,4758019403,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758019403.html,2014-11-14 14:56,,,
laurel hts / presidio,Beautifully Renovated Apartment w/ High End Finishes OPEN SAT @ 2pm,2995.0,1.0,4758360970,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758360970.html,2014-11-14 14:56,,-122.44766499999999,37.789004999999996
inner richmond,Nice 2 bd/2 bathrooms condo! OPEN 11/15 Noon to 1 pm,3000.0,2.0,4761806932,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761806932.html,2014-11-14 14:55,,-122.458371,37.774309
bernal heights,"Fabulous View Flat, Huge Private Deck, Garage",4000.0,3.0,4761802738,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761802738.html,2014-11-14 14:53,,,
pacific heights,Large and Bright Studio!,2750.0,,4750749088,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4750749088.html,2014-11-14 14:50,543.0,-122.42505700000001,37.795527
pacific heights,"Junior 1 bedroom, Pet Friendly",2950.0,,4754978822,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4754978822.html,2014-11-14 14:50,543.0,-122.42505700000001,37.795527
oakland downtown,2-306|Loft Inspired |Dogs Welcome,2316.0,1.0,4761844922,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761844922.html,2014-11-14 15:27,776.0,-122.271781,37.808682
pittsburg / antioch,"Big Three BR Single Family, Recently Remodeled, Two Bath, Lots of Park",1485.0,3.0,4761690430,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761690430.html,2014-11-14 15:27,1612.0,,
pittsburg / antioch,"Relax by the lake, spacious 2b/2b",1515.0,2.0,4761815299,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761815299.html,2014-11-14 15:27,986.0,-121.864673,38.008321
fremont / union city / newark,Fully-equipped fitness center on-site!,2215.0,2.0,4761840329,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761840329.html,2014-11-14 15:27,870.0,-121.97737099999999,37.542636
hayward / castro valley,Hayward Home w/ 2 Bath & Garage....Available Now!,2000.0,3.0,4761852287,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761852287.html,2014-11-14 15:26,1000.0,-122.075874,37.624233000000004
dublin / pleasanton / livermore,3BD/2Ba Luxury Condo Terraces Dublin Ranch,2760.0,3.0,4761832602,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761832602.html,2014-11-14 15:25,1246.0,-121.861124,37.706063
san leandro,Clean Home For Rent,1800.0,2.0,4761850787,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761850787.html,2014-11-14 15:25,,-122.159516,37.731643
oakland downtown,2-212|Loft Inspired|Corner Suite |Dogs Welcome,2316.0,1.0,4761843494,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761843494.html,2014-11-14 15:24,776.0,-122.27221000000002,37.808775
sunnyvale,Nicely updated apartment! Sparking pool! Great location! Available NOW,1595.0,1.0,4761848679,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761848679.html,2014-11-14 15:24,,-122.009863,37.388905
san jose west,Perfect location in San Jose most desirable neighborhood!!!!,1695.0,2.0,4761847951,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761847951.html,2014-11-14 15:23,800.0,-121.96460900000001,37.30084
sunnyvale,"Located in the heart of Silicon Valley. Quiet, One Level, Ready Dec 6",1900.0,1.0,4761847389,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761847389.html,2014-11-14 15:23,615.0,-122.01308700000001,37.357759
san jose downtown,Bright Large New Modern Granite Remodel w/ Gated Parking * PHOTOS *,1495.0,1.0,4739404550,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4739404550.html,2014-11-14 15:23,,-121.867557,37.32617
san jose south,2 Bedroom 2 Bath For Immediate Move In!!,2360.0,2.0,4761845561,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761845561.html,2014-11-14 15:21,1016.0,-121.871879,37.243916
san jose west,Stunning San Jose Custom Home!,4350.0,4.0,4761765983,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761765983.html,2014-11-14 15:21,2577.0,-121.9356,37.3163
cupertino,Walking Distance to Best Cupertino Schools!,3864.0,3.0,4761826753,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761826753.html,2014-11-14 15:20,1508.0,-122.00227,37.322842
san jose south,"**Immaculate! 4 Bedroom 2.5 Bath Remodeled 2,000 sf, Large Yard**",3200.0,4.0,4761843910,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761843910.html,2014-11-14 15:20,1968.0,-121.785926,37.249528999999995
san jose west,Cute 1 Bedroom Cottage ,1500.0,1.0,4761827342,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761827342.html,2014-11-14 15:18,700.0,,
palo alto,Wonderful Apartment Home @ Oak Creek!!,3567.0,2.0,4761751831,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761751831.html,2014-11-14 15:09,942.0,-122.185275,37.432337
san mateo,One Bedroom One Bath!! With Garage!!,2407.0,1.0,4761802739,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761802739.html,2014-11-14 15:08,745.0,-122.26517199999999,37.556265
redwood city,Redwood PLaza Village Complex 55+,1450.0,1.0,4761805167,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761805167.html,2014-11-14 15:08,564.0,-122.225426,37.484612
redwood city,Completely Remodeled and Upgraded Apartment,1795.0,1.0,4761823910,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761823910.html,2014-11-14 15:06,500.0,-122.22309399999999,37.470005
palo alto,Spacious Two Bedroom 1 1/2bath in College Terrace ,2900.0,2.0,4761822907,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761822907.html,2014-11-14 15:06,1000.0,-122.14797,37.4236
menlo park,Charming studio with convenient Menlo Park location,1300.0,,4761821976,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761821976.html,2014-11-14 15:05,,-122.201518,37.431605
palo alto,Absolutely Amazing Views In This Community! Spacious Two Bedroom,5385.0,2.0,4761777186,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761777186.html,2014-11-14 15:04,945.0,-122.156875,37.446638
millbrae,Lovely Spanish Style 2BR 1 BA Home in Great Neighborhood,4100.0,2.0,4729901083,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4729901083.html,2014-11-14 15:03,1600.0,-122.39343999999998,37.600906
kentfield / ross,"Close To Everything, But Nothing Even Comes Close..",1585.0,1.0,4761749646,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761749646.html,2014-11-14 14:30,600.0,-122.538859,38.011446
napa county,Fairgrounds Mobile Estates has beautiful rentals for you!,1695.0,,4737398587,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4737398587.html,2014-11-14 14:30,,,
santa rosa,CALLING ALL DOGS! NO WEIGHT LIMIT/FEW RESTRICTED BREEDS,1815.0,2.0,4728165388,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4728165388.html,2014-11-14 14:29,1000.0,-122.66391999999999,38.426967
petaluma,Two Story Townhouse(1400 sq.ft.),2100.0,3.0,4761760879,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761760879.html,2014-11-14 14:26,1400.0,-122.60203,38.24991
novato,"Beautiful Stonetree Home, Fantastic Kitchen, Views!",5700.0,5.0,4758445719,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758445719.html,2014-11-14 14:25,4910.0,-122.50648500000001,38.101704999999995
petaluma,Spaciaous Loft in the Heart of Downtown Petaluma!!,1852.0,,4761740692,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761740692.html,2014-11-14 14:25,648.0,-122.637496,38.233515999999995
san rafael,Open House tomorrow from 10am-1pm,1850.0,1.0,4761743736,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761743736.html,2014-11-14 14:25,,-122.546504,38.006561
tiburon / belvedere,"Epic Bay Views W/ Private Deck, Pool, Walk to Town!",3750.0,2.0,4761755184,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761755184.html,2014-11-14 14:22,1209.0,-122.460283,37.880826
excelsior / outer mission,"Bright, Airy 3br/2ba Like New Flat w/ Parking, Laundry & Views",3200.0,3.0,4761782800,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761782800.html,2014-11-14 14:48,,-122.433379,37.719677000000004
SOMA / south beach,Stunning 2 Bedroom in the Heart of SF! Move to 1190 Mission today!,4037.0,2.0,4761691094,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761691094.html,2014-11-14 14:45,,-122.41303400000001,37.777555
castro / upper market,Studio in The Castro,2095.0,,4761789462,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761789462.html,2014-11-14 14:44,,-122.437299,37.761895
SOMA / south beach,South Beach Condo w/ Stunning Bay View & Parking!,5400.0,2.0,4758460360,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758460360.html,2014-11-14 14:40,,-122.391249,37.784918
SOMA / south beach,Stunning Jr 1 Bedroom in the Heart of SF! Make 1190 Mission Home!,2297.0,1.0,4761696834,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761696834.html,2014-11-14 14:37,,-122.41303400000001,37.777555
ingleside / SFSU / CCSF,2x1 Townhome with Garden Patio!,3105.0,2.0,4761749447,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761749447.html,2014-11-14 14:35,950.0,-122.4754,37.7211
russian hill,Charming 1BD with Views in Prime Russian Hill | OPEN HOUSE MON 11/17,2850.0,1.0,4740161761,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4740161761.html,2014-11-14 14:35,,-122.41589099999999,37.799611999999996
hayes valley,$3975 Totally remodeled 2BR 5 Clos Heart of Hayes Valley lndry ,3975.0,2.0,4761763038,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761763038.html,2014-11-14 14:31,,-122.423294,37.774887
nob hill,Large Private room in Great Location!,2200.0,1.0,4761731159,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761731159.html,2014-11-14 14:31,,,
