neighborhood,title,price,bedrooms,pid,sourcepage,link,date,sqft,longitude,latitude
"Washington, DC",Cozy 2 Bedroom Home! You Will Absolutely Fall In Love!!,2766.0,2.0,4761904295,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4761904295.html,2014-11-14 19:13,1023.0,-77.07244399999999,38.933859999999996
MCLEAN,MCLEAN 3BR 2BA LUXURY CONDO,2495.0,2.0,4761899333,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4761899333.html,2014-11-14 19:12,1500.0,-77.177711,38.939491
Prince William County,Come see the many advantages to buying-V-renting,1665.0,5.0,4751198939,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4751198939.html,2014-11-14 19:12,,,
Georgetown/Dopont Circle,Architect designed Spacious 1 BDR+Den,2300.0,1.0,4761912661,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4761912661.html,2014-11-14 19:12,750.0,-77.052429,38.910619
Arlington/Rosslyn,Furnished studio/bills pd/WIFI/metro,1400.0,,4744874950,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4744874950.html,2014-11-14 19:12,,-77.07068000000001,38.893146
AU Park,Charming 3bd/2 1/2ba home for rent ,3800.0,3.0,4745596105,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4745596105.html,2014-11-14 19:11,1856.0,-77.086,38.9381
Fairfax Station,Spacious Suite for Single Occupancy ,1000.0,1.0,4735234277,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4735234277.html,2014-11-14 19:11,,-77.3064,38.7602
rockville,A Retreat You Can Call Home! Great Community! Great Location!,1466.0,2.0,4761753512,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761753512.html,2014-11-14 19:11,728.0,,
,"Wonderful House to rent in Capitol Hill/H Street/Trinidad area, 2950$",2950.0,3.0,4761974909,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761974909.html,2014-11-14 20:08,,,
"Potomac Falls/Sterling, VA 20165",2 Car Garage Townhouse for Rent,2295.0,3.0,4761980226,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761980226.html,2014-11-14 20:08,2700.0,,
CHERRYDALE,LARGE 2 BEDROOM/1 BATH CHERRYDALE LUXURY GARDEN APT-(AVAIL. DECEMBER),2500.0,2.0,4761966741,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761966741.html,2014-11-14 20:07,1100.0,-77.11195699999999,38.89792
"n.potomac, Darnestown rd",◆◆◆4Rent Townhouse near Kentland◆◆◆◆,1900.0,3.0,4748635601,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/mld/apa/4748635601.html,2014-11-14 20:07,1500.0,-77.247795,39.11483
"Fairfax, Falls Church, Tysons Corner, Mclean","MCLEAN, TYSONS APT AVAILABLE OFFERING $1200 IF YOU RENT OUR APT ",2295.0,2.0,4744202620,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4744202620.html,2014-11-14 20:07,1063.0,-77.22879300000001,38.872274
"Falls Church, Merrifield, Tysons Corner, Mclean, Fairfax",MOSAIC/MERRIFIELD *** UPTO $1500 CASH BONUS IF YOU RENT OUR UNIT*** ,2295.0,2.0,4728248031,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4728248031.html,2014-11-14 20:06,1063.0,-77.22879300000001,38.872274
Lake Ridge,Detached Home,1699.0,3.0,4746040422,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4746040422.html,2014-11-14 20:06,1400.0,-77.28315400000001,38.675895000000004
3446 Connecticut Ave Cleveland Park,"EJF - 3446 Connecticut Ave NW #102 - Cleveland Park 2BR 1BA, Pets OK",2495.0,2.0,4758850927,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4758850927.html,2014-11-14 20:05,700.0,-77.058642,38.935361
Clarendon,Largest Three Bedroom Apt. Available! Lease Today-Do Not Wait! SAT 11-3,4150.0,3.0,4761976907,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761976907.html,2014-11-14 20:05,1671.0,-77.094864,38.883419
Alexandria/Fairfax,Take $500 off one month's rent for Beautiful 1BR in time for holidays!,1335.0,1.0,4761831160,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4761831160.html,2014-11-14 19:10,640.0,,
"Cathedral Ave, NW",Fully furnish or unfurnished- Move in ASAP!! near American Univ,2045.0,1.0,4761910576,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4761910576.html,2014-11-14 19:10,800.0,-77.07310600000001,38.929024
woodbridge,RENT TO OWN A HOME IN WOODBRIDGE***ALL CREDIT CONSIDERED***,1900.0,3.0,4758588811,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4758588811.html,2014-11-14 19:10,,-77.3451,38.6438
woodbridge,"AVAILABLE NOW-RENT, RENT TO OWN....CALL US!",2100.0,3.0,4758678359,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4758678359.html,2014-11-14 19:10,,-77.2683,38.6356
Waterfront metro stop - DC,Waterview 1 Bedroom/Utilities & Assigned Indoor Parking Included,1900.0,1.0,4761889269,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4761889269.html,2014-11-14 19:08,717.0,-77.019385,38.872793
Merrill House Apartments,Spacious One Bedrooms Available in Falls Church City!,1289.0,1.0,4761823765,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4761823765.html,2014-11-14 19:08,765.0,-77.16974499999999,38.880336
DUMFRIES,RENTAL OPEN HOUSE 11/15/14*ALL APP CONSIDERED*HOLIDAY SPECIAL-STOP BY,2000.0,4.0,4747869684,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4747869684.html,2014-11-14 19:08,,-77.3229,38.5509
DUMFRIES,RENTAL OPEN HOUSE 11/15/14*ALL APP CONSIDERED*HOLIDAY SPECIAL-STOP BY,2000.0,4.0,4729039037,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4729039037.html,2014-11-14 19:08,,-77.308142,38.568533
WOODBRIDGE - NOVA Community College ,FULLY FURNISHED BASEMENT WITH FULL BATH *utilities included* Available,750.0,1.0,4761976761,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761976761.html,2014-11-14 20:04,,-77.2683,38.6356
"Arlington, VA",A Cozy Apartment Home at Liberty Towers Just For You!,1705.0,1.0,4761957993,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761957993.html,2014-11-14 20:04,626.0,-77.107495,38.879874
724 F Street NE,Capitol Hill Townhouse ,2600.0,3.0,4761972311,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761972311.html,2014-11-14 20:00,1750.0,-76.995875,38.897333
"1218 Eastern Ave., North East, Washington DC",1218 Eastern Avenue **FREE UTILITY TWO BEDROOM** Deanwood Metro,1018.0,2.0,4761959139,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761959139.html,2014-11-14 20:00,,-76.926834,38.906534
BETHESDA,"BEAUTIFUL 1BR, 1DEN, 1 BATH APT. IN HOUSE. WALKING DISTANCE TO NIH.",1650.0,2.0,4761972115,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/mld/apa/4761972115.html,2014-11-14 20:00,1200.0,-77.0793,39.0298
Alexandria VA,Move-in Ready Beautiful Home by Van Dorn Metro Station/Kingstowne Area,3775.0,5.0,4751113083,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4751113083.html,2014-11-14 20:00,4800.0,-77.1194,38.7794
Alexandria,"Colonial-Style Apartments, Wood Flooring, Microwave and More",1009.0,1.0,4761938071,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761938071.html,2014-11-14 20:00,460.0,-77.10902800000001,38.814894
Alexandria,Alexandria Rental,2050.0,4.0,4746577049,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4746577049.html,2014-11-14 19:59,,,
paw paw WV,Farm for Rent 22 acres,850.0,3.0,4761970127,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/mld/apa/4761970127.html,2014-11-14 19:59,1500.0,-78.4586,39.4923
Kingstowne,A Great Apartments Community,1699.0,1.0,4761741306,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/nva/apa/4761741306.html,2014-11-14 18:01,788.0,-77.1485,38.7596
,3br 1 ba condo walking distance to union station,1900.0,3.0,4753143139,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/mld/apa/4753143139.html,2014-11-14 18:01,,-76.999431,38.906706
"Alexadnria, VA",Luxury Apartment Community 15 minutes from Downtown DC!!!,1973.0,2.0,4761800498,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/nva/apa/4761800498.html,2014-11-14 18:01,1280.0,-77.0896,38.8276
